FIPSCode,State,A3a,participated,percentage_participated
5002712250,VT,1003,703,0.70
5002713675,VT,2136,1565,0.73
5002732275,VT,8366,5209,0.62
5002732425,VT,2610,1951,0.75
5002741275,VT,1444,1109,0.77
5002752900,VT,2971,2333,0.79
5002756050,VT,455,354,0.78
5002756350,VT,725,598,0.82
5002758375,VT,483,382,0.79
5002760100,VT,794,655,0.82
5002760850,VT,2136,1348,0.63
5002763775,VT,895,563,0.63
5002769550,VT,839,659,0.79
5002770375,VT,524,431,0.82
5002777500,VT,2153,1599,0.74
5002782000,VT,490,417,0.85
5002783050,VT,856,722,0.84
5002784925,VT,2919,1719,0.59
5002785975,VT,2739,1912,0.70
5300100000,WA,6689,4859,0.73
5300300000,WA,14118,10160,0.72
5300500000,WA,107775,84663,0.79
5300700000,WA,43477,34974,0.80
5300900000,WA,50987,41042,0.80
5301100000,WA,273240,210760,0.77
5301300000,WA,2719,2278,0.84
5301500000,WA,63473,47869,0.75
5301700000,WA,21070,16201,0.77
5301900000,WA,4675,3758,0.80
5302100000,WA,34100,25078,0.74
5302300000,WA,1553,1299,0.84
5302500000,WA,39319,29783,0.76
5302700000,WA,40531,29812,0.74
5302900000,WA,55089,44895,0.81
5303100000,WA,24557,21171,0.86
5303300000,WA,1288327,1041623,0.81
5303500000,WA,166501,130503,0.78
5303700000,WA,24521,19934,0.81
5303900000,WA,13974,11263,0.81
5304100000,WA,46094,35786,0.78
5304300000,WA,7090,5952,0.84
5304500000,WA,37824,29389,0.78
5304700000,WA,22456,17861,0.80
5304900000,WA,14097,11170,0.79
5305100000,WA,8918,7128,0.80
5305300000,WA,490666,365318,0.74
5305500000,WA,12798,11294,0.88
5305700000,WA,73990,59023,0.80
5305900000,WA,7451,5898,0.79
5306100000,WA,456502,360487,0.79
5306300000,WA,306261,239229,0.78
5306500000,WA,30047,23735,0.79
5306700000,WA,175078,135966,0.78
5306900000,WA,3008,2471,0.82
5307100000,WA,33538,26660,0.79
5307300000,WA,139165,114920,0.83
5307500000,WA,21629,18328,0.85
5307700000,WA,114192,80912,0.71
00100,WI,1007,784,0.78
00175,WI,1274,1050,0.82
00225,WI,331,285,0.86
00275,WI,1043,760,0.73
00300,WI,791,620,0.78
00325,WI,350,293,0.84
00350,WI,979,772,0.79
00425,WI,2414,2079,0.86
00450,WI,340,275,0.81
00475,WI,523,417,0.80
00550,WI,278,230,0.83
00600,WI,588,489,0.83
00625,WI,337,283,0.84
00675,WI,266,214,0.80
00725,WI,574,496,0.86
00750,WI,632,479,0.76
00775,WI,769,660,0.86
00800,WI,394,331,0.84
00875,WI,1398,1141,0.82
00900,WI,769,634,0.82
00925,WI,426,346,0.81
00950,WI,1918,1560,0.81
01000,WI,1918,1511,0.79
01025,WI,5106,4344,0.85
01150,WI,9474,8062,0.85
01225,WI,545,428,0.79
01250,WI,217,183,0.84
01275,WI,593,461,0.78
01300,WI,281,220,0.78
01325,WI,384,303,0.79
01350,WI,580,488,0.84
01375,WI,360,286,0.79
01400,WI,243,200,0.82
01425,WI,429,354,0.83
01525,WI,726,613,0.84
01550,WI,4750,3859,0.81
01625,WI,121,101,0.83
01675,WI,571,462,0.81
01725,WI,1793,1381,0.77
01750,WI,699,569,0.81
01775,WI,991,844,0.85
01800,WI,256,205,0.80
01825,WI,780,644,0.83
01900,WI,332,249,0.75
01925,WI,58,47,0.81
01975,WI,1147,965,0.84
02025,WI,794,626,0.79
02075,WI,139,103,0.74
02100,WI,314,257,0.82
02175,WI,1516,1298,0.86
02250,WI,4407,3448,0.78
02275,WI,962,805,0.84
02350,WI,747,625,0.84
02375,WI,45822,37079,0.81
02450,WI,2495,2071,0.83
02500,WI,1116,804,0.72
02525,WI,1143,923,0.81
02550,WI,514,412,0.80
02575,WI,980,802,0.82
02625,WI,357,275,0.77
02650,WI,476,359,0.75
02675,WI,297,235,0.79
02775,WI,379,317,0.84
02800,WI,553,473,0.86
02825,WI,558,470,0.84
02850,WI,457,359,0.79
02950,WI,284,232,0.82
03025,WI,184,134,0.73
03050,WI,542,455,0.84
03075,WI,445,367,0.82
03150,WI,1185,1008,0.85
03200,WI,1868,1604,0.86
03225,WI,5371,4049,0.75
03250,WI,386,315,0.82
03425,WI,11246,9389,0.83
03525,WI,434,324,0.75
03550,WI,677,549,0.81
03600,WI,408,319,0.78
03725,WI,459,366,0.80
03750,WI,1658,1426,0.86
03775,WI,404,329,0.81
03800,WI,501,435,0.87
03825,WI,821,621,0.76
03875,WI,664,556,0.84
03900,WI,219,182,0.83
03925,WI,654,561,0.86
04025,WI,322,233,0.72
04100,WI,409,333,0.81
04125,WI,979,797,0.81
04250,WI,235,195,0.83
04275,WI,222,184,0.83
04325,WI,975,824,0.85
04400,WI,2490,1941,0.78
04425,WI,653,550,0.84
04475,WI,595,438,0.74
04500,WI,974,793,0.81
04550,WI,915,746,0.82
04575,WI,359,298,0.83
04625,WI,7354,5760,0.78
04650,WI,1287,1067,0.83
04725,WI,580,482,0.83
04750,WI,680,580,0.85
04775,WI,789,638,0.81
04825,WI,888,741,0.83
04875,WI,1766,1388,0.79
04900,WI,455,381,0.84
04950,WI,280,225,0.80
05000,WI,464,322,0.69
05050,WI,1993,1739,0.87
05125,WI,747,602,0.81
05200,WI,1705,1302,0.76
05225,WI,386,306,0.79
05325,WI,270,207,0.77
05350,WI,441,350,0.79
05375,WI,616,502,0.81
05450,WI,3585,2983,0.83
05475,WI,413,341,0.83
05550,WI,95,82,0.86
05575,WI,173,144,0.83
05600,WI,407,350,0.86
05625,WI,491,388,0.79
05650,WI,471,389,0.83
05750,WI,314,257,0.82
05800,WI,728,605,0.83
05825,WI,540,446,0.83
05875,WI,528,424,0.80
05900,WI,9055,7302,0.81
05925,WI,2590,2158,0.83
06000,WI,488,409,0.84
06100,WI,398,316,0.79
06150,WI,1510,1262,0.84
06175,WI,1079,918,0.85
06200,WI,270,234,0.87
06225,WI,56,46,0.82
06275,WI,1165,992,0.85
06300,WI,1619,1339,0.83
06350,WI,9764,8049,0.82
06425,WI,566,452,0.80
06450,WI,384,320,0.83
06475,WI,420,350,0.83
06500,WI,19004,13649,0.72
06525,WI,5135,4161,0.81
06675,WI,303,257,0.85
06775,WI,441,370,0.84
06825,WI,592,430,0.73
06850,WI,298,245,0.82
06875,WI,511,439,0.86
06900,WI,933,789,0.85
06925,WI,2934,2314,0.79
06950,WI,809,680,0.84
06975,WI,634,533,0.84
07000,WI,283,230,0.81
07025,WI,865,761,0.88
07125,WI,752,622,0.83
07175,WI,301,256,0.85
07200,WI,917,762,0.83
07225,WI,92,83,0.90
07250,WI,54,41,0.76
07300,WI,626,492,0.79
07500,WI,299,250,0.84
07525,WI,368,315,0.86
07550,WI,279,223,0.80
07575,WI,469,406,0.87
07600,WI,411,332,0.81
07625,WI,445,357,0.80
07650,WI,527,449,0.85
07700,WI,896,736,0.82
07725,WI,780,657,0.84
07750,WI,806,690,0.86
07800,WI,988,790,0.80
07825,WI,386,332,0.86
07900,WI,2065,1550,0.75
07950,WI,125,59,0.47
08000,WI,1871,1616,0.86
08025,WI,132,102,0.77
08075,WI,667,516,0.77
08100,WI,197,168,0.85
08125,WI,499,387,0.78
08175,WI,288,240,0.83
08225,WI,2195,1780,0.81
08250,WI,678,558,0.82
08265,WI,2611,1976,0.76
08275,WI,911,691,0.76
08300,WI,660,567,0.86
08350,WI,1278,1028,0.80
08375,WI,428,369,0.86
08400,WI,239,207,0.87
08475,WI,650,525,0.81
08500,WI,695,604,0.87
08525,WI,260,189,0.73
08600,WI,81,62,0.77
08725,WI,879,717,0.82
08750,WI,489,401,0.82
08850,WI,1630,1231,0.76
08875,WI,232,184,0.79
08950,WI,836,697,0.83
08975,WI,789,636,0.81
09025,WI,160,121,0.76
09050,WI,582,441,0.76
09075,WI,358,293,0.82
09175,WI,615,534,0.87
09225,WI,1783,1470,0.82
09300,WI,551,439,0.80
09375,WI,974,813,0.83
09425,WI,467,370,0.79
09500,WI,769,608,0.79
09550,WI,719,553,0.77
09600,WI,748,638,0.85
09635,WI,1095,893,0.82
09650,WI,315,248,0.79
09725,WI,1880,1563,0.83
09750,WI,990,831,0.84
09775,WI,2823,2429,0.86
09800,WI,3498,2819,0.81
09900,WI,1097,828,0.75
09925,WI,1680,1386,0.83
09975,WI,183,138,0.75
10025,WI,29604,25106,0.85
10050,WI,4795,4029,0.84
10075,WI,949,782,0.82
10100,WI,796,679,0.85
10125,WI,1370,1142,0.83
10150,WI,206,166,0.81
10350,WI,899,741,0.82
10375,WI,8605,6945,0.81
10400,WI,511,424,0.83
10450,WI,385,325,0.84
10475,WI,145,122,0.84
10500,WI,445,344,0.77
10575,WI,475,378,0.80
10625,WI,1245,1062,0.85
10700,WI,720,612,0.85
10750,WI,4627,3952,0.85
10925,WI,754,666,0.88
10950,WI,996,770,0.77
11025,WI,532,405,0.76
11050,WI,711,580,0.82
11062,WI,734,616,0.84
11150,WI,2302,1958,0.85
11200,WI,6493,5345,0.82
11225,WI,4217,3498,0.83
11275,WI,626,524,0.84
11300,WI,661,527,0.80
11325,WI,277,207,0.75
11425,WI,56,51,0.91
11475,WI,1219,969,0.79
11525,WI,208,179,0.86
11600,WI,1158,978,0.84
11625,WI,746,604,0.81
11675,WI,644,516,0.80
11725,WI,529,453,0.86
11750,WI,777,620,0.80
11775,WI,567,473,0.83
11850,WI,625,513,0.82
11900,WI,1019,882,0.87
11950,WI,18041,14930,0.83
11975,WI,622,503,0.81
12000,WI,1175,974,0.83
12075,WI,985,856,0.87
12200,WI,467,369,0.79
12225,WI,1102,923,0.84
12250,WI,1028,801,0.78
12275,WI,335,294,0.88
12300,WI,3107,2482,0.80
12325,WI,1175,978,0.83
12350,WI,376,274,0.73
12500,WI,172,143,0.83
12525,WI,126,100,0.79
12575,WI,684,585,0.86
12725,WI,948,827,0.87
12775,WI,274,245,0.89
12825,WI,457,378,0.83
12850,WI,341,287,0.84
12875,WI,744,628,0.84
12925,WI,342,277,0.81
12950,WI,551,452,0.82
12975,WI,620,542,0.87
13025,WI,825,689,0.84
13050,WI,525,401,0.76
13075,WI,256,191,0.75
13100,WI,171,147,0.86
13125,WI,66,47,0.71
13175,WI,72,57,0.79
13200,WI,166,137,0.83
13237,WI,1125,907,0.81
13300,WI,211,165,0.78
13325,WI,394,319,0.81
13375,WI,8626,7299,0.85
13400,WI,4742,4068,0.86
13475,WI,1454,1187,0.82
13500,WI,842,705,0.84
13550,WI,26,26,1.00
13600,WI,2525,2152,0.85
13625,WI,778,651,0.84
13750,WI,468,402,0.86
13850,WI,428,318,0.74
14000,WI,525,466,0.89
14125,WI,1943,1600,0.82
14150,WI,198,161,0.81
14200,WI,460,381,0.83
14225,WI,409,346,0.85
14300,WI,463,377,0.81
14325,WI,1347,1028,0.76
14350,WI,1291,1067,0.83
14425,WI,229,179,0.78
14475,WI,2183,1811,0.83
14500,WI,746,648,0.87
14525,WI,176,150,0.85
14550,WI,256,214,0.84
14575,WI,8003,6500,0.81
14650,WI,873,727,0.83
14675,WI,616,513,0.83
14750,WI,649,523,0.81
14800,WI,121,99,0.82
14837,WI,362,277,0.77
15000,WI,754,654,0.87
15025,WI,285,241,0.85
15075,WI,566,469,0.83
15100,WI,270,196,0.73
15125,WI,629,491,0.78
15150,WI,2984,2520,0.84
15200,WI,496,420,0.85
15225,WI,470,393,0.84
15250,WI,621,500,0.81
15275,WI,558,449,0.80
15350,WI,559,456,0.82
15375,WI,341,256,0.75
15400,WI,945,793,0.84
15425,WI,929,780,0.84
15450,WI,156,131,0.84
15500,WI,180,135,0.75
15550,WI,268,223,0.83
15575,WI,1563,1257,0.80
15600,WI,421,363,0.86
15625,WI,1299,1007,0.78
15650,WI,563,474,0.84
15675,WI,296,246,0.83
15725,WI,2457,1919,0.78
15750,WI,217,176,0.81
15825,WI,162,131,0.81
15850,WI,876,734,0.84
15875,WI,225,196,0.87
15900,WI,253,203,0.80
15925,WI,516,436,0.84
15975,WI,284,248,0.87
16025,WI,279,207,0.74
16075,WI,160,131,0.82
16125,WI,500,415,0.83
16150,WI,963,792,0.82
16175,WI,345,272,0.79
16225,WI,534,477,0.89
16250,WI,433,353,0.82
16275,WI,670,550,0.82
16300,WI,753,621,0.82
16375,WI,267,229,0.86
16400,WI,448,377,0.84
16450,WI,3441,2724,0.79
16475,WI,454,379,0.83
16500,WI,2363,2077,0.88
16550,WI,279,234,0.84
16650,WI,1472,1222,0.83
16750,WI,998,856,0.86
16775,WI,53,40,0.75
16800,WI,467,389,0.83
16875,WI,517,429,0.83
16900,WI,511,415,0.81
16950,WI,864,740,0.86
17100,WI,823,651,0.79
17125,WI,546,463,0.85
17175,WI,4528,3705,0.82
17200,WI,2863,2449,0.86
17225,WI,63,52,0.83
17250,WI,212,152,0.72
17325,WI,306,256,0.84
17425,WI,1064,800,0.75
17450,WI,424,332,0.78
17525,WI,120,95,0.79
17625,WI,1583,1318,0.83
17725,WI,632,465,0.74
17737,WI,261,203,0.78
17775,WI,2721,2214,0.81
17800,WI,1119,966,0.86
17850,WI,193,163,0.84
17875,WI,487,414,0.85
17900,WI,369,304,0.82
17950,WI,1246,981,0.79
17975,WI,11581,9096,0.79
18025,WI,1402,1129,0.81
18050,WI,559,468,0.84
18075,WI,195,162,0.83
18125,WI,71,48,0.68
18225,WI,244,203,0.83
18300,WI,435,371,0.85
18425,WI,144,113,0.78
18475,WI,621,540,0.87
18525,WI,1913,1612,0.84
18575,WI,228,181,0.79
18600,WI,335,289,0.86
18700,WI,688,559,0.81
18725,WI,640,543,0.85
18750,WI,469,384,0.82
18825,WI,873,677,0.78
18850,WI,1056,871,0.82
18875,WI,1279,1041,0.81
18900,WI,606,498,0.82
18950,WI,712,608,0.85
19000,WI,440,338,0.77
19025,WI,2043,1585,0.78
19075,WI,1239,947,0.76
19200,WI,392,285,0.73
19225,WI,450,349,0.78
19250,WI,1721,1324,0.77
19275,WI,1149,910,0.79
19300,WI,535,416,0.78
19325,WI,168,113,0.67
19350,WI,6704,5042,0.75
19375,WI,1840,1401,0.76
19400,WI,5870,4467,0.76
19425,WI,6704,5378,0.80
19450,WI,4838,3354,0.69
19475,WI,3593,2740,0.76
19550,WI,1228,901,0.73
19575,WI,1208,840,0.70
19625,WI,614,450,0.73
19662,WI,248,208,0.84
19675,WI,1549,1177,0.76
19700,WI,1469,133,0.09
19775,WI,18229,13371,0.73
19850,WI,238,174,0.73
19925,WI,397,280,0.71
19975,WI,705,585,0.83
20000,WI,349,301,0.86
20025,WI,245,205,0.84
20075,WI,229,201,0.88
20150,WI,328,275,0.84
20175,WI,686,531,0.77
20300,WI,284,235,0.83
20350,WI,3028,2410,0.80
20375,WI,1105,954,0.86
20450,WI,401,305,0.76
20475,WI,255,209,0.82
20525,WI,583,491,0.84
20550,WI,1658,1321,0.80
20575,WI,287,225,0.78
20625,WI,2468,2000,0.81
20650,WI,473,388,0.82
20675,WI,146,120,0.82
20750,WI,347,291,0.84
20775,WI,169,141,0.83
20800,WI,516,431,0.84
20825,WI,174,144,0.83
20850,WI,554,433,0.78
20887,WI,417,335,0.80
21000,WI,714,293,0.41
21100,WI,1419,1228,0.87
21125,WI,3809,3277,0.86
21150,WI,960,783,0.82
21200,WI,422,332,0.79
21225,WI,1117,894,0.80
21250,WI,427,365,0.85
21400,WI,305,231,0.76
21425,WI,1351,1146,0.85
21450,WI,2578,2217,0.86
21600,WI,2275,1928,0.85
21625,WI,953,769,0.81
21900,WI,236,181,0.77
21925,WI,487,406,0.83
22000,WI,650,524,0.81
22025,WI,812,707,0.87
22100,WI,2989,2452,0.82
22125,WI,2920,2467,0.84
22225,WI,1083,930,0.86
22250,WI,287,246,0.86
22275,WI,575,478,0.83
22300,WI,47270,36563,0.77
22375,WI,546,439,0.80
22400,WI,792,670,0.85
22425,WI,472,392,0.83
22450,WI,672,583,0.87
22475,WI,502,399,0.79
22500,WI,724,631,0.87
22525,WI,238,209,0.88
22550,WI,909,754,0.83
22575,WI,3609,2835,0.79
22625,WI,420,344,0.82
22750,WI,533,429,0.80
22850,WI,246,205,0.83
22875,WI,1098,926,0.84
22925,WI,492,419,0.85
22950,WI,448,359,0.80
22975,WI,141,113,0.80
23000,WI,706,603,0.85
23050,WI,924,776,0.84
23075,WI,116,94,0.81
23100,WI,404,347,0.86
23150,WI,987,861,0.87
23175,WI,388,313,0.81
23200,WI,732,625,0.85
23262,WI,249,208,0.84
23275,WI,829,716,0.86
23300,WI,5670,4561,0.80
23325,WI,469,359,0.77
23350,WI,1105,908,0.82
23400,WI,361,287,0.80
23425,WI,1977,1681,0.85
23525,WI,1873,1396,0.75
23550,WI,808,652,0.81
23575,WI,5073,4361,0.86
23700,WI,495,391,0.79
23725,WI,395,323,0.82
23775,WI,462,387,0.84
23800,WI,758,547,0.72
23850,WI,183,162,0.89
23925,WI,495,411,0.83
23975,WI,227,188,0.83
24000,WI,956,782,0.82
24025,WI,613,528,0.86
24050,WI,2036,1778,0.87
24075,WI,252,184,0.73
24125,WI,278,232,0.83
24150,WI,295,248,0.84
24225,WI,2951,2570,0.87
24275,WI,472,398,0.84
24375,WI,277,229,0.83
24400,WI,335,271,0.81
24425,WI,848,679,0.80
24450,WI,1144,944,0.83
24550,WI,3482,2821,0.81
24575,WI,363,281,0.77
24600,WI,835,692,0.83
24675,WI,1101,923,0.84
24700,WI,110,88,0.80
24725,WI,1377,1171,0.85
24775,WI,404,318,0.79
24825,WI,273,201,0.74
24850,WI,176,144,0.82
24900,WI,775,663,0.86
25075,WI,201,164,0.82
25125,WI,892,743,0.83
25150,WI,1012,809,0.80
25300,WI,1027,882,0.86
25325,WI,1321,1095,0.83
25350,WI,1303,1043,0.80
25375,WI,2556,2228,0.87
25400,WI,2682,2186,0.82
25475,WI,228,179,0.79
25575,WI,172,138,0.80
25600,WI,1418,1083,0.76
25625,WI,300,243,0.81
25650,WI,99,82,0.83
25675,WI,140,126,0.90
25725,WI,142,126,0.89
25775,WI,663,568,0.86
25850,WI,78,66,0.85
25950,WI,17185,14030,0.82
26050,WI,355,294,0.83
26100,WI,646,534,0.83
26200,WI,1469,1175,0.80
26275,WI,23732,19423,0.82
26300,WI,2335,2009,0.86
26350,WI,1238,996,0.80
26400,WI,539,410,0.76
26425,WI,156,140,0.90
26450,WI,747,673,0.90
26475,WI,223,187,0.84
26525,WI,439,317,0.72
26550,WI,318,253,0.80
26625,WI,302,254,0.84
26650,WI,705,582,0.83
26675,WI,7339,5939,0.81
26725,WI,623,514,0.83
26775,WI,93,76,0.82
26825,WI,398,307,0.77
26850,WI,587,411,0.70
26875,WI,616,509,0.83
26982,WI,7383,6075,0.82
27000,WI,942,734,0.78
27025,WI,841,712,0.85
27075,WI,5465,4543,0.83
27125,WI,427,357,0.84
27150,WI,393,304,0.77
27175,WI,236,174,0.74
27225,WI,242,196,0.81
27250,WI,672,574,0.85
27275,WI,827,672,0.81
27300,WI,23714,20005,0.84
27350,WI,461,386,0.84
27400,WI,661,564,0.85
27450,WI,344,302,0.88
27500,WI,656,521,0.79
27550,WI,1512,1258,0.83
27575,WI,1494,1276,0.85
27600,WI,272,225,0.83
27650,WI,3866,3307,0.86
27675,WI,320,264,0.83
27700,WI,494,426,0.86
27775,WI,621,505,0.81
27800,WI,507,434,0.86
27850,WI,464,396,0.85
27950,WI,376,286,0.76
27975,WI,1713,1431,0.84
28000,WI,202,164,0.81
28025,WI,101,79,0.78
28075,WI,2391,1979,0.83
28150,WI,1135,955,0.84
28200,WI,1013,774,0.76
28250,WI,273,234,0.86
28300,WI,865,713,0.82
28325,WI,402,334,0.83
28350,WI,1085,878,0.81
28450,WI,322,230,0.71
28487,WI,5632,4914,0.87
28550,WI,3330,2722,0.82
28625,WI,173,134,0.77
28650,WI,512,421,0.82
28675,WI,1694,1278,0.75
28725,WI,714,559,0.78
28750,WI,117,88,0.75
28825,WI,224,186,0.83
28850,WI,1001,786,0.79
28875,WI,14340,12389,0.86
28900,WI,185,158,0.85
28950,WI,961,812,0.84
28975,WI,898,764,0.85
29050,WI,764,585,0.77
29075,WI,676,558,0.83
29150,WI,679,579,0.85
29175,WI,241,185,0.77
29225,WI,279,204,0.73
29250,WI,524,432,0.82
29350,WI,313,265,0.85
29375,WI,291,233,0.80
29400,WI,10014,8148,0.81
29450,WI,383,305,0.80
29475,WI,55,37,0.67
29525,WI,244,188,0.77
29550,WI,747,599,0.80
29600,WI,480,380,0.79
29625,WI,743,562,0.76
29700,WI,505,427,0.85
29775,WI,423,344,0.81
29837,WI,324,284,0.88
29875,WI,183,151,0.83
29925,WI,556,461,0.83
30000,WI,8543,7138,0.84
30025,WI,3231,2842,0.88
30075,WI,14628,11993,0.82
30125,WI,5394,4573,0.85
30175,WI,359,297,0.83
30275,WI,493,395,0.80
30300,WI,286,245,0.86
30325,WI,294,246,0.84
30350,WI,1321,1128,0.85
30375,WI,449,365,0.81
30400,WI,603,480,0.80
30425,WI,228,183,0.80
30450,WI,818,621,0.76
30475,WI,693,570,0.82
30575,WI,145,102,0.70
30600,WI,353,284,0.80
31000,WI,57386,44631,0.78
31025,WI,1427,1224,0.86
31100,WI,1064,914,0.86
31125,WI,10388,8718,0.84
31150,WI,1418,1193,0.84
31175,WI,23784,19419,0.82
31225,WI,486,394,0.81
31250,WI,674,594,0.88
31275,WI,298,224,0.75
31300,WI,723,569,0.79
31350,WI,889,730,0.82
31450,WI,376,327,0.87
31500,WI,649,535,0.82
31550,WI,7752,6671,0.86
31575,WI,668,534,0.80
31600,WI,389,324,0.83
31625,WI,265,197,0.74
31675,WI,331,250,0.76
31725,WI,1141,925,0.81
31750,WI,161,134,0.83
31775,WI,243,211,0.87
31800,WI,254,215,0.85
31825,WI,147,132,0.90
31875,WI,112,84,0.75
31925,WI,132,117,0.89
32050,WI,686,578,0.84
32075,WI,5431,4459,0.82
32125,WI,115,101,0.88
32150,WI,335,266,0.79
32200,WI,552,438,0.79
32225,WI,648,540,0.83
32275,WI,1756,1446,0.82
32300,WI,492,412,0.84
32325,WI,1110,929,0.84
32350,WI,1566,1266,0.81
32375,WI,398,358,0.90
32450,WI,256,196,0.77
32475,WI,358,302,0.84
32500,WI,203,169,0.83
32575,WI,453,409,0.90
32650,WI,279,244,0.87
32675,WI,152,134,0.88
32700,WI,1831,1559,0.85
32725,WI,417,333,0.80
32775,WI,571,488,0.85
32790,WI,7025,5962,0.85
32800,WI,355,307,0.86
32825,WI,322,265,0.82
32875,WI,660,553,0.84
32900,WI,228,183,0.80
32925,WI,305,264,0.87
33000,WI,8912,7284,0.82
33025,WI,2588,2248,0.87
33050,WI,605,500,0.83
33075,WI,503,395,0.79
33100,WI,6459,5353,0.83
33175,WI,359,302,0.84
33225,WI,193,159,0.82
33275,WI,191,148,0.77
33300,WI,95,67,0.71
33350,WI,755,613,0.81
33400,WI,381,315,0.83
33450,WI,1373,1025,0.75
33475,WI,2254,1751,0.78
33500,WI,657,576,0.88
33525,WI,781,647,0.83
33575,WI,1002,851,0.85
33700,WI,750,616,0.82
33850,WI,465,399,0.86
33900,WI,244,193,0.79
33925,WI,303,243,0.80
34000,WI,824,705,0.86
34025,WI,489,383,0.78
34050,WI,1324,1071,0.81
34200,WI,209,175,0.84
34225,WI,420,347,0.83
34250,WI,553,486,0.88
34300,WI,206,174,0.84
34425,WI,251,218,0.87
34450,WI,474,393,0.83
34475,WI,444,380,0.86
34575,WI,655,537,0.82
34650,WI,298,259,0.87
34675,WI,117,99,0.85
34725,WI,226,203,0.90
34825,WI,825,636,0.77
34850,WI,425,346,0.81
35050,WI,273,209,0.77
35075,WI,268,215,0.80
35100,WI,403,316,0.78
35125,WI,316,243,0.77
35150,WI,5554,4657,0.84
35325,WI,1058,901,0.85
35350,WI,2859,2401,0.84
35375,WI,1706,1515,0.89
35400,WI,190,146,0.77
35450,WI,6042,4788,0.79
35500,WI,480,399,0.83
35525,WI,341,267,0.78
35600,WI,283,243,0.86
35625,WI,505,431,0.85
35750,WI,2278,1793,0.79
35825,WI,746,648,0.87
35850,WI,1816,1515,0.83
35925,WI,390,318,0.82
35950,WI,12331,10409,0.84
36000,WI,526,422,0.80
36025,WI,2251,1963,0.87
36100,WI,1239,1067,0.86
36125,WI,119,99,0.83
36250,WI,9757,7563,0.78
36275,WI,6199,5038,0.81
36300,WI,360,306,0.85
36325,WI,362,314,0.87
36350,WI,3818,3257,0.85
36425,WI,918,750,0.82
36450,WI,514,403,0.78
36525,WI,920,715,0.78
36625,WI,732,589,0.80
36650,WI,986,848,0.86
36675,WI,111,95,0.86
36700,WI,356,287,0.81
36800,WI,589,398,0.68
36925,WI,49,33,0.67
37025,WI,800,662,0.83
37050,WI,648,564,0.87
37150,WI,612,491,0.80
37200,WI,912,737,0.81
37225,WI,134,99,0.74
37250,WI,318,276,0.87
37275,WI,442,357,0.81
37350,WI,182,157,0.86
37500,WI,398,315,0.79
37600,WI,3286,2773,0.84
37625,WI,714,569,0.80
37650,WI,705,588,0.83
37675,WI,4768,3936,0.83
37700,WI,3324,2896,0.87
37750,WI,618,525,0.85
37775,WI,450,339,0.75
37800,WI,1334,1050,0.79
37825,WI,38425,30249,0.79
37850,WI,2640,2246,0.85
37875,WI,734,629,0.86
37900,WI,4598,3537,0.77
37925,WI,1432,1215,0.85
37950,WI,342,287,0.84
37975,WI,747,616,0.82
38300,WI,468,368,0.79
38350,WI,1969,1519,0.77
38400,WI,325,267,0.82
38450,WI,556,471,0.85
38550,WI,391,320,0.82
38627,WI,184,140,0.76
38650,WI,230,190,0.83
38675,WI,1277,994,0.78
38800,WI,9326,7463,0.80
38825,WI,875,738,0.84
38900,WI,107,85,0.79
39000,WI,213,172,0.81
39025,WI,308,260,0.84
39125,WI,236,176,0.75
39150,WI,253,200,0.79
39175,WI,89,64,0.72
39200,WI,222,169,0.76
39225,WI,55911,41932,0.75
39300,WI,2728,2297,0.84
39325,WI,803,716,0.89
39350,WI,1788,1430,0.80
39425,WI,234,197,0.84
39475,WI,347,269,0.78
39525,WI,2437,2012,0.83
39575,WI,411,299,0.73
39625,WI,364,297,0.82
39650,WI,4410,3670,0.83
39675,WI,714,615,0.86
39750,WI,215,169,0.79
39775,WI,369,294,0.80
39800,WI,27,20,0.74
39825,WI,1292,1075,0.83
39975,WI,292,235,0.80
40000,WI,223,191,0.86
40075,WI,150,106,0.71
40150,WI,1348,1145,0.85
40175,WI,217,169,0.78
40275,WI,1643,1386,0.84
40325,WI,202,153,0.76
40375,WI,2535,2116,0.83
40425,WI,1391,1157,0.83
40550,WI,4941,4129,0.84
40687,WI,2048,1443,0.70
40750,WI,245,207,0.84
40775,WI,37757,27596,0.73
40850,WI,1794,1414,0.79
40875,WI,453,342,0.75
40900,WI,4283,3493,0.82
40925,WI,203,182,0.90
40950,WI,1438,1219,0.85
40975,WI,383,304,0.79
41000,WI,1266,1052,0.83
41050,WI,1693,1378,0.81
41075,WI,794,665,0.84
41150,WI,814,675,0.83
41300,WI,1579,1180,0.75
41450,WI,4494,3554,0.79
41525,WI,4263,3516,0.82
41550,WI,707,582,0.82
41600,WI,689,568,0.82
41675,WI,4129,3350,0.81
41700,WI,1500,1244,0.83
41725,WI,872,699,0.80
41800,WI,483,385,0.80
41887,WI,766,655,0.86
41900,WI,685,568,0.83
42075,WI,687,581,0.85
42125,WI,1176,1025,0.87
42175,WI,204,159,0.78
42225,WI,1057,871,0.82
42250,WI,2235,1750,0.78
42325,WI,701,586,0.84
42425,WI,335,279,0.83
42450,WI,884,722,0.82
42500,WI,747,605,0.81
42562,WI,315,247,0.78
42575,WI,577,474,0.82
42650,WI,804,674,0.84
42825,WI,225,176,0.78
42850,WI,932,802,0.86
42900,WI,3672,3101,0.84
42950,WI,157,130,0.83
43050,WI,1100,932,0.85
43075,WI,1081,897,0.83
